sample_id,case_id,source_run,source_file,model_family,artifact_file_slug,file_path,a_summary_path,b_summary_path,a_parse_ok,b_parse_ok,parse_ok,a_parse_error,b_parse_error,a_total_changes,b_total_changes,a_likely_intent,b_likely_intent,a_type_addition,b_type_addition,a_type_modification,b_type_modification,a_type_removal,b_type_removal,a_type_unknown,b_type_unknown,a_type_intent,b_type_intent,a_type_note,b_type_note,a_type_likely intent,b_type_likely intent,a_type_analysis,b_type_analysis,a_type_import,b_type_import,a_type_commentary,b_type_commentary,a_type_summary,b_type_summary,a_type_replacement,b_type_replacement,a_type_additional,b_type_additional,a_type_refactor,b_type_refactor,a_type_renaming,b_type_renaming,a_type_class rename,b_type_class rename,a_type_deprecation,b_type_deprecation,a_type_metaclass introduction,b_type_metaclass introduction,a_type_json object,b_type_json object,a_type_reordering,b_type_reordering,a_type_boolean,b_type_boolean,a_type_reformatting,b_type_reformatting,a_type_reorganization,b_type_reorganization,a_type_comment,b_type_comment,a_type_assertion,b_type_assertion,selected_parent,metadata_source,result_file_rows,result_failure_file_rows,all_files_failed_exact_match,any_file_failed_exact_match,mean_exact_match,repo,difficulty,project_size,model_name,rejected_parent,selected_change_count,rejected_change_count,selected_minus_rejected_changes,summary_preference_label
260153519765,260153519765-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,pypsa_common.py,pypsa/common.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\260153519765-1\bypass\pypsa_common.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\260153519765-1\bypass\pypsa_common.py\b_summary.txt,True,True,True,nested_summary_json_prefix: Extra data: line 20 column 2 (char 836),nested_summary_json_prefix: Extra data: line 20 column 2 (char 1096),3,3,Introduce utilities for deprecation warnings on old namespaces and time-series data handling helpers (convert inputs to Series and resample data) to support robust data processing and smoother merges in PyPSA.,"Introduce a version-resolve warning mechanism by adding logging support and a function to warn when PyPSA version resolution fails (startswith 0.0), guiding users to fetch tags.",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,pypsa/pypsa,easy,medium,openai/gpt-5-nano,A,3.0,3.0,0.0,tie_ambiguous
26064677954,26064677954-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,src_version.py,src/version.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\26064677954-1\bypass\src_version.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\26064677954-1\bypass\src_version.py\b_summary.txt,True,True,True,,,1,1,Bump version string to reflect a new release; no code behavior changes expected.,Bump __version__ to reflect a new release/build; aligns repository metadata without changing runtime behavior.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,h2oai/h2ogpt,easy,large,openai/gpt-5-nano,A,1.0,1.0,0.0,tie_ambiguous
263056810,263056810-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,pypsa_geo.py,pypsa/geo.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\263056810-1\bypass\pypsa_geo.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\263056810-1\bypass\pypsa_geo.py\b_summary.txt,True,True,True,,,9,1,"Extend geospatial utilities by tightening input validation, expanding haversine capabilities and doctests, and adding plotting helpers (bbox, CRS projection resolution, and area-factor) with type-hinting guards for Cartopy dependency.",Align doctest expectations with the updated numpy array formatting in haversine's example to keep tests passing.,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,pypsa/pypsa,easy,medium,openai/gpt-5-nano,A,1.0,9.0,-8.0,favored_simplicity
26340290741,26340290741-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,goldenverba_verba_manager.py,goldenverba/verba_manager.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\26340290741-1\bypass\goldenverba_verba_manager.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\26340290741-1\bypass\goldenverba_verba_manager.py\b_summary.txt,True,True,True,nested_summary_json_prefix: Extra data: line 8 column 2 (char 481),"nested_summary_json_fallback_type_regex: Expecting ',' delimiter: line 24 column 83 (char 1287)",1,4,Enable runtime detection of the python-docx library to support reading .docx files and reflect its availability in the frontend status.,"Add GitLab token support and recognition for sentence-transformers, plus a more robust check for existing documents to prevent silent duplicates and improve environment/library detection.",0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,weaviate/Verba,easy,medium,openai/gpt-5-nano,B,1.0,4.0,-3.0,favored_simplicity
27785054052,27785054052-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,crawl4ai_async_crawler_strategy.py,crawl4ai/async_crawler_strategy.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\27785054052-1\bypass\crawl4ai_async_crawler_strategy.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\27785054052-1\bypass\crawl4ai_async_crawler_strategy.py\b_summary.txt,True,True,True,,,9,1,,Add an explicit page load wait before evaluating update_image_dimensions_js to stabilize navigation during image-dimension processing.,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,unclecode/crawl4ai,easy,large,openai/gpt-5-nano,A,1.0,9.0,-8.0,favored_simplicity
283771574796,283771574796-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,src_axolotl_integrations_kd_kernels_models.py,src/axolotl/integrations/kd/kernels/models.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\283771574796-1\bypass\src_axolotl_integrations_kd_kernels_models.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\283771574796-1\bypass\src_axolotl_integrations_kd_kernels_models.py\b_summary.txt,True,True,True,,,1,5,"Adapt to upstream KwargsForCausalLM refactor by introducing TransformersKwargs and updating typing to ensure compatibility across environments with or without FlashAttentionKwargs, focusing on kldiv_forward_llama_like parameter handling.","Add a compatibility layer for upstream Kwargs refactor and enable generic kernel application across arbitrary models by using a helper for model prefixes and a safe import path for FlashAttentionKwargs/LossKwargs, while reducing hard dependencies and potential type/name mismatches.",0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,OpenAccess-AI-Collective/axolotl,easy,medium,openai/gpt-5-nano,B,1.0,5.0,-4.0,favored_simplicity
285547976270,285547976270-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,openhands_core_config_app_config.py,openhands/core/config/app_config.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\285547976270-1\bypass\openhands_core_config_app_config.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\285547976270-1\bypass\openhands_core_config_app_config.py\b_summary.txt,True,True,True,,,1,10,Whitespace/formatting cleanup in AppConfig to conform to style without changing behavior.,"Extend AppConfig with MCP support, new trajectory screenshot option, and stronger typing/default handling to improve configurability and safety.",0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,2,2,True,True,0.0,OpenDevin/OpenDevin,hard,medium,openai/gpt-5-nano,B,1.0,10.0,-9.0,favored_simplicity
285547976270,285547976270-2,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,openhands_server_session_agent_session.py,openhands/server/session/agent_session.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\285547976270-2\bypass\openhands_server_session_agent_session.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\285547976270-2\bypass\openhands_server_session_agent_session.py\b_summary.txt,True,True,True,,nested_summary_json_prefix: Extra data: line 87 column 1 (char 9290),1,14,Improve readability/maintainability of the _create_memory method signature without altering functionality.,"Introduce plumbed Git provider tokens, trajectory replay support, and richer repository handling: pass provider tokens through runtime initialization, use full Repository objects, enable replay-based session startup, load microagents using Repository.full_name, and perform non-blocking runtime shutdown to improve reliability and reproducibility of agent sessions.",0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,2,2,True,True,0.0,OpenDevin/OpenDevin,hard,medium,openai/gpt-5-nano,B,1.0,14.0,-13.0,favored_simplicity
288458015299,288458015299-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,model2vec_distill_tokenizer.py,model2vec/distill/tokenizer.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\288458015299-1\bypass\model2vec_distill_tokenizer.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\288458015299-1\bypass\model2vec_distill_tokenizer.py\b_summary.txt,True,True,True,,,7,6,Enable multiword pretokenization support and adjust vocabulary/merge handling for WordPiece and BPE tokenizers to better support multiword units and special tokens.,"Introduce Token-based vocabulary processing to track token provenance, enabling provenance-aware pre-tokenization and probability handling during vocabulary replacement.",1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,MinishLab/model2vec,easy,medium,openai/gpt-5-nano,B,7.0,6.0,1.0,favored_complexity
289830531066,289830531066-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,kag_solver_implementation_table_retrieval_agent.py,kag/solver/implementation/table/retrieval_agent.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\289830531066-1\bypass\kag_solver_implementation_table_retrieval_agent.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\289830531066-1\bypass\kag_solver_implementation_table_retrieval_agent.py\b_summary.txt,True,True,True,nested_summary_json_prefix: Extra data: line 62 column 2 (char 5276),,10,3,"Add multi-path fusion processing to fuse multiple table sources, enhance symbol-based graph construction, and adopt a can_answer/analysis flow with fallbacks.",Introduce domain knowledge support by passing a dk context into TableRetrievalAgent and ensuring it is propagated to the reasoning step for improved answer generation.,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,OpenSPG/KAG,hard,large,openai/gpt-5-nano,A,3.0,10.0,-7.0,favored_simplicity
289830531066,289830531066-2,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,kag_solver_implementation_table_table_reasoner.py,kag/solver/implementation/table/table_reasoner.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\289830531066-2\bypass\kag_solver_implementation_table_table_reasoner.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\289830531066-2\bypass\kag_solver_implementation_table_table_reasoner.py\b_summary.txt,True,True,True,,,9,13,"Enable multi-path fusion and robust answer generation by adding resp_think_generator and resp_judge prompts, propagating a can_answer flag from sub-tasks, and routing final answer generation through a judge to decide between direct generation or fallback via thinking.","Enable per-session domain knowledge (DK) support by injecting and querying DK across the reasoning workflow, persisting DK to /tmp/dk/{session_id}, and threading DK through planning and prompting to influence results while exposing risks of file IO and cross-session leakage.",0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,OpenSPG/KAG,hard,large,openai/gpt-5-nano,A,13.0,9.0,4.0,favored_complexity
289830531066,289830531066-3,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,kag_solver_prompt_table_sub_question_answer.py,kag/solver/prompt/table/sub_question_answer.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\289830531066-3\bypass\kag_solver_prompt_table_sub_question_answer.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\289830531066-3\bypass\kag_solver_prompt_table_sub_question_answer.py\b_summary.txt,True,True,True,,nested_summary_json_prefix: Extra data: line 14 column 2 (char 496),2,2,"Introduce a JSON-based, structured prompt template for sub_question_answer to produce can_answer/analysis outputs and relocate parsing to a more flexible signature, enabling multi-path fusion processing; potential risks include JSON syntax validity within the template and loss of explicit typing.",Introduce domain knowledge support in the sub-question answer prompt by adding a 'dk' placeholder and exposing it as a template variable to pass domain-specific context into responses.,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,OpenSPG/KAG,hard,large,openai/gpt-5-nano,A,2.0,2.0,0.0,tie_ambiguous
291724734374,291724734374-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,megatron_data_data_utils.py,megatron/data/data_utils.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\291724734374-1\bypass\megatron_data_data_utils.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\291724734374-1\bypass\megatron_data_data_utils.py\b_summary.txt,True,True,True,nested_summary_json_prefix: Extra data: line 14 column 2 (char 909),,2,2,"Add context parallelism support by gating data loader creation on context-parallel rank 0 and broadcasting the dataset selection across both model-parallel and context-parallel groups, enabling correct data sharding in context-parallel configurations.",,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,eleutherai/gpt-neox,easy,large,openai/gpt-5-nano,B,2.0,2.0,0.0,tie_ambiguous
293493941862,293493941862-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,app_modules_parsing_graph_construction_parsing_controller.py,app/modules/parsing/graph_construction/parsing_controller.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\293493941862-1\bypass\app_modules_parsing_graph_construction_parsing_controller.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\293493941862-1\bypass\app_modules_parsing_graph_construction_parsing_controller.py\b_summary.txt,True,True,True,,,1,10,Ensure repo_name is consistently determined before project registration to support missing repo_name scenarios and improve correctness for new/demo projects.,"Introduce local development mode support and migrate parsing to CodeProviderService, enabling parsing of local repos under development mode, and extend demo handling with additional repos; propagate repo_path to registration; replace GithubService with CodeProviderService and dotenv initialization.",0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,potpie-ai/potpie,easy,medium,openai/gpt-5-nano,B,1.0,10.0,-9.0,favored_simplicity
294497416859,294497416859-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,py_torch_tensorrt_dynamo_conversion_aten_ops_converters.py,py/torch_tensorrt/dynamo/conversion/aten_ops_converters.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\294497416859-1\bypass\py_torch_tensorrt_dynamo_conversion_aten_ops_converters.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\294497416859-1\bypass\py_torch_tensorrt_dynamo_conversion_aten_ops_converters.py\b_summary.txt,True,True,True,,,3,13,"Enable dynamic shapes for specific aten operations (logical_or, logical_xor) and add a new arange.start_step converter to broaden dynamic support in the conversion layer.","Add dynamic shape support across a broad set of aten and dynamo converters by attaching supports_dynamic_shapes=True to many decorators, introducing operator mappings for eq/ne/lt/le, mod, and pow, and adding prelu support, to improve compatibility with dynamic shapes in TensorRT while noting potential risk in behavioral validation and performance.",1,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,pytorch/TensorRT,medium,huge,openai/gpt-5-nano,B,3.0,13.0,-10.0,favored_simplicity
29794561326,29794561326-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,openai_server_agent_prompting.py,openai_server/agent_prompting.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\29794561326-1\bypass\openai_server_agent_prompting.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\29794561326-1\bypass\openai_server_agent_prompting.py\b_summary.txt,True,True,True,nested_summary_json_prefix: Extra data: line 20 column 2 (char 864),,3,15,Make minor formatting adjustments (extra blank lines and indentation) to improve readability without changing runtime behavior.,"Introduce Aider and RAG tooling into the agent prompting workflow by adding new helpers, extending get_full_system_prompt, replacing the old single-answer path with a retrieval-augmented generation flow, updating prompts and tool discovery, and enabling JSON-based data exchange for document context.",0,2,3,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,4,4,True,True,0.0,h2oai/h2ogpt,hard,large,openai/gpt-5-nano,B,3.0,15.0,-12.0,favored_simplicity
29794561326,29794561326-2,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,openai_server_agent_tools_download_one_web_image.py,openai_server/agent_tools/download_one_web_image.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\29794561326-2\bypass\openai_server_agent_tools_download_one_web_image.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\29794561326-2\bypass\openai_server_agent_tools_download_one_web_image.py\b_summary.txt,True,True,True,,,4,1,"Apply minor readability and formatting cleanups to image_downloader.py (whitespace, comments, and minor guard formatting) without changing runtime behavior.","To provide backward/dual compatibility by allowing both --output and --file for specifying the output image filename, while potentially introducing a mismatch in how the parsed argument is accessed.",0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,4,4,True,True,0.0,h2oai/h2ogpt,hard,large,openai/gpt-5-nano,B,4.0,1.0,3.0,favored_complexity
29794561326,29794561326-3,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,openai_server_agent_tools_image_generation.py,openai_server/agent_tools/image_generation.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\29794561326-3\bypass\openai_server_agent_tools_image_generation.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\29794561326-3\bypass\openai_server_agent_tools_image_generation.py\b_summary.txt,True,True,True,,,1,2,Improve code readability of the CLI argument definition for --quality without altering runtime behavior.,"Introduce a --file alias for --output to improve usability when specifying the output filename, while removing an unused tempfile import to simplify dependencies.",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,4,4,True,True,0.0,h2oai/h2ogpt,hard,large,openai/gpt-5-nano,B,1.0,2.0,-1.0,favored_simplicity
29794561326,29794561326-4,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,src_version.py,src/version.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\29794561326-4\bypass\src_version.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\29794561326-4\bypass\src_version.py\b_summary.txt,True,True,True,,,1,1,Synchronize the version constant with the new release hash to reflect updated versioning.,Update the project version to reflect the new codebase state and ensure versioning aligns with the latest changes.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,4,4,True,True,0.0,h2oai/h2ogpt,hard,large,openai/gpt-5-nano,B,1.0,1.0,0.0,tie_ambiguous
299612273952,299612273952-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,netmiko_ssh_dispatcher.py,netmiko/ssh_dispatcher.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\299612273952-1\bypass\netmiko_ssh_dispatcher.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\299612273952-1\bypass\netmiko_ssh_dispatcher.py\b_summary.txt,True,True,True,,,4,3,Add Genexis SOLT33 Telnet support and relocate Maipu Telnet mapping to the telnet section to ensure correct dispatch for Telnet-based devices and improve compatibility.,Add Telnet support for Optilink and Genexis devices by importing new Telnet drivers and registering them in CLASS_MAPPER to enable proper device_type handling in the SSH/Telnet dispatcher.,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,ktbyers/netmiko,medium,large,openai/gpt-5-nano,B,4.0,3.0,1.0,favored_complexity
300283092576,300283092576-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,pennylane_labs_resource_estimation___init__.py,pennylane/labs/resource_estimation/__init__.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\300283092576-1\bypass\pennylane_labs_resource_estimation___init__.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\300283092576-1\bypass\pennylane_labs_resource_estimation___init__.py\b_summary.txt,True,True,True,,,1,1,"Add extensive experimental resource estimation capabilities to the labs package by exporting new Resource* classes, tracking utilities, and trotterization helpers in the labs resource_estimation module.","Expose Resource Object Functions (add_in_series, add_in_parallel, mul_in_series, mul_in_parallel, substitute) from resource_container in pennylane.labs.resource_estimation to support more flexible composition of resource estimations and align docs.",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,pennylaneai/pennylane,hard,large,openai/gpt-5-nano,A,1.0,1.0,0.0,tie_ambiguous
300283092576,300283092576-2,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,pennylane_labs_resource_estimation_resource_container.py,pennylane/labs/resource_estimation/resource_container.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\300283092576-2\bypass\pennylane_labs_resource_estimation_resource_container.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\300283092576-2\bypass\pennylane_labs_resource_estimation_resource_container.py\b_summary.txt,True,True,True,,,2,3,"Introduce a robust, hashable representation for ResourceOperator parameters and allow optional naming of resources; enable hashing of nested parameter dictionaries and custom naming to support identity/equality and potential caching in resource estimation.","Refactor Resources to a non-dataclass with explicit initialization and add substitute() to enable gate-level substitution of resources, supporting more flexible resource estimation by replacing a gate with a sub-resource block.",0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,pennylaneai/pennylane,hard,large,openai/gpt-5-nano,A,3.0,2.0,1.0,favored_complexity
300283092576,300283092576-3,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,pennylane_labs_resource_estimation_resource_operator.py,pennylane/labs/resource_estimation/resource_operator.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\300283092576-3\bypass\pennylane_labs_resource_estimation_resource_operator.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\300283092576-3\bypass\pennylane_labs_resource_estimation_resource_operator.py\b_summary.txt,True,True,True,,,2,0,"Fix a docstring typo and extend ResourceOperator to support resource decompositions for adjoint, controlled, power, and exponentiation variants, enabling more complete resource estimation features while signaling unimplemented methods with ResourcesNotDefined.",,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,pennylaneai/pennylane,hard,large,openai/gpt-5-nano,A,0.0,2.0,-2.0,favored_simplicity
