id,repo,file_name,exact_match,similarity,bleu3,rouge_l,eval_method,bypass_method,model_name,tokens_system_prompt,tokens_original,tokens_diff_a,tokens_diff_b,tokens_output,tokens_total,tokens_in,tokens_out,cost_in,cost_out,total_cost,processing_time_s,difficulty,project_size,tokens_per_sec,quality_per_dollar
517899874303,lm-sys/FastChat,fastchat/serve/gradio_web_server_multi.py,False,0.9759694629999132,0.97808767917159,0.9834368530020704,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,52658,4440,2056,2325,2505,63984,61479,2505,0.0,0.0,0.0,391.028,hard,medium,,
517899874303,lm-sys/FastChat,fastchat/serve/monitor/monitor.py,False,0.2022031048180732,0.0343718749497707,0.3875233090354297,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,8087,495,4263,2049,15074,13025,2049,0.0,0.0,0.0,329.061,hard,medium,,
517899874303,lm-sys/FastChat,fastchat/serve/monitor/monitor.py,False,0.8864816123607828,0.8818953002451932,0.9349376114081996,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,52658,16174,495,4263,1798,75388,73590,1798,0.0,0.0,0.0,391.028,hard,medium,,
517899874303,lm-sys/FastChat,fastchat/utils.py,False,0.5177339110897128,0.5947451772594485,0.7159420289855072,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,3491,899,64,2049,6683,4634,2049,0.0,0.0,0.0,329.061,hard,medium,,
517899874303,lm-sys/FastChat,fastchat/utils.py,True,1.0,1.0,1.0,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,52658,6982,899,64,568,61171,60603,568,0.0,0.0,0.0,391.028,hard,medium,,
518818607442,isaac-sim/IsaacLab,scripts/reinforcement_learning/rsl_rl/play.py,False,0.9057792385647768,0.9088819486813576,0.935904116727462,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,1471,953,707,1637,4948,3311,1637,0.0,0.0,0.0,37.168,easy,large,133.125269048644,
518818607442,isaac-sim/IsaacLab,scripts/reinforcement_learning/rsl_rl/play.py,False,0.9123527800602574,0.917546409003611,0.9377289377289376,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,3702,2942,953,707,815,9119,8304,815,0.0,0.0,0.0,20.393,easy,large,447.16324228902073,
519174777549,vega/altair,tests/vegalite/v5/test_api.py,False,0.1033924727191745,9.047447478322624e-05,0.1837708830548926,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,14614,1844,3382,2048,22068,20020,2048,0.0,0.0,0.0,50.043,medium,medium,,
519174777549,vega/altair,tests/vegalite/v5/test_api.py,False,0.8885012248533888,0.8910495960026187,0.9346562184024266,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,8150,29228,1844,3382,1697,44301,42604,1697,0.0,0.0,0.0,62.663,medium,medium,,
519281069297,RoboVerseOrg/RoboVerse,metasim/sim/isaacgym/isaacgym.py,False,0.1837395831006054,0.0125999726984941,0.3214699074074074,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,9555,5026,3013,2048,19822,17774,2048,0.0,0.0,0.0,54.176,easy,large,365.8815711754282,
519281069297,RoboVerseOrg/RoboVerse,metasim/sim/isaacgym/isaacgym.py,False,0.9326169038629104,0.942687793773688,0.9628838451268358,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,11794,19110,5026,3013,2505,41448,38943,2505,0.0,0.0,0.0,70.082,easy,large,591.4214776975543,
519680728963,potpie-ai/potpie,app/modules/intelligence/agents/agentic_tools/integration_test_agent.py,False,0.9884593732407582,0.991255632132876,0.9956675856636472,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,2056,286,401,2049,4972,2923,2049,0.0,0.0,0.0,77.159,hard,medium,,
519680728963,potpie-ai/potpie,app/modules/intelligence/agents/agentic_tools/integration_test_agent.py,True,1.0,1.0,1.0,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,5165,4112,286,401,580,10544,9964,580,0.0,0.0,0.0,39.631,hard,medium,,
519680728963,potpie-ai/potpie,app/modules/intelligence/tools/kg_based_tools/ask_knowledge_graph_queries_tool.py,False,0.8537579233323271,0.8745466351870368,0.905952380952381,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,1078,371,1085,1389,4103,2714,1389,0.0,0.0,0.0,77.159,hard,medium,,
519680728963,potpie-ai/potpie,app/modules/intelligence/tools/kg_based_tools/ask_knowledge_graph_queries_tool.py,True,1.0,1.0,1.0,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,5165,2156,371,1085,1137,9914,8777,1137,0.0,0.0,0.0,39.631,hard,medium,,
520733498933,stanfordnlp/dspy,dspy/adapters/base.py,False,0.9105450236966824,0.949089027263479,0.9551451187335092,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,227,124,536,339,1406,1067,339,0.0,0.0,0.0,55.571,hard,medium,25.300966331359884,
520733498933,stanfordnlp/dspy,dspy/adapters/base.py,False,0.6030805687203791,0.6082655331575463,0.7806451612903226,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,5578,454,124,536,741,7433,6692,741,0.0,0.0,0.0,30.695,hard,medium,242.1567030460987,
520733498933,stanfordnlp/dspy,dspy/evaluate/evaluate.py,False,0.8067731109529137,0.8889089114105431,0.8596112311015119,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,2968,1919,492,2049,7608,5559,2049,0.0,0.0,0.0,55.571,hard,medium,136.90594014863868,
520733498933,stanfordnlp/dspy,dspy/evaluate/evaluate.py,False,0.996033763856402,0.9944598480048972,0.9982978723404256,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,5578,5936,1919,492,529,14454,13925,529,0.0,0.0,0.0,30.695,hard,medium,470.8910245968399,
521682576584,aeon-toolkit/aeon,aeon/forecasting/stats/__init__.py,False,0.7272727272727273,0.7380660971634154,0.8484848484848484,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,47,98,105,84,514,430,84,0.0,0.0,0.0,7.846,medium,large,65.51108845271476,
521682576584,aeon-toolkit/aeon,aeon/forecasting/stats/__init__.py,False,0.8991596638655462,0.9242204500973378,0.8928571428571429,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,1772,94,98,105,343,2412,2069,343,0.0,0.0,0.0,11.615,medium,large,207.66250538097287,
521808026958,Lightning-AI/lightning-thunder,thunder/tests/test_ops.py,False,0.4765600904698263,0.2789149406052639,0.6334537945276201,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,4800,86,266,2049,7381,5332,2049,0.0,0.0,0.0,47.3,easy,medium,156.046511627907,
521808026958,Lightning-AI/lightning-thunder,thunder/tests/test_ops.py,True,1.0,1.0,1.0,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,1900,9600,86,266,338,12190,11852,338,0.0,0.0,0.0,11.24,easy,medium,1084.5195729537363,
521830699022,nerfstudio-project/nerfstudio,nerfstudio/scripts/exporter.py,False,0.2427375032713948,0.076236407701278,0.3787700744222483,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,5617,1105,2806,2049,11757,9708,2049,0.0,0.0,0.0,92.001,hard,medium,,
521830699022,nerfstudio-project/nerfstudio,nerfstudio/scripts/exporter.py,False,0.8095393875948704,0.8561506525517291,0.893927125506073,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,10694,11234,1105,2806,976,26815,25839,976,0.0,0.0,0.0,76.725,hard,medium,,
521830699022,nerfstudio-project/nerfstudio,nerfstudio/viewer/export_panel.py,False,0.9555238304414672,0.9762176431078238,0.9738651994497938,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,1858,351,2042,1979,6410,4431,1979,0.0,0.0,0.0,92.001,hard,medium,,
521830699022,nerfstudio-project/nerfstudio,nerfstudio/viewer/export_panel.py,False,0.9252790980435504,0.9388608179190064,0.9434137291280148,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,10694,3716,351,2042,2167,18970,16803,2167,0.0,0.0,0.0,76.725,hard,medium,,
522144358828,vllm-project/llm-compressor,src/llmcompressor/transformers/finetune/data/data_helpers.py,False,0.9071843853820598,0.9002059866973569,0.931049250535332,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,1811,1103,1120,2001,6215,4214,2001,0.0,0.0,0.0,47.033,medium,medium,132.14126251780664,
522144358828,vllm-project/llm-compressor,src/llmcompressor/transformers/finetune/data/data_helpers.py,False,0.9979235880398672,0.9969818295135678,0.9978586723768736,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,4798,3622,1103,1120,1321,11964,10643,1321,0.0,0.0,0.0,30.938,medium,medium,386.7089016743164,
522196544727,pytorch/torchchat,dist_run.py,False,0.9725483113599422,0.9817082805153252,0.986425339366516,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,555,87,1795,1348,3965,2617,1348,0.0,0.0,0.0,30.399,easy,medium,130.43192210270075,
522196544727,pytorch/torchchat,dist_run.py,False,0.9936788874841972,0.9933146009063266,0.9961439588688948,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,4336,1110,87,1795,1255,8583,7328,1255,0.0,0.0,0.0,28.487,easy,medium,301.29532769333383,
522337971381,LearningCircuit/local-deep-research,src/local_deep_research/__version__.py,False,0.6774193548387097,0.5313292845913057,0.8,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,12,56,56,13,317,304,13,0.0,0.0,0.0,1.823,easy,medium,173.88919363686233,
522337971381,LearningCircuit/local-deep-research,src/local_deep_research/__version__.py,False,0.9090909090909092,0.78089666561908,0.75,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,1555,24,56,56,221,1912,1691,221,0.0,0.0,0.0,6.511,easy,medium,293.6568883428045,
523448359969,fastmachinelearning/hls4ml,hls4ml/model/optimizer/passes/infer_precision.py,False,0.3312273108070371,0.1286570280176743,0.4981273408239701,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,5584,587,734,2053,9138,7085,2053,0.0,0.0,0.0,50.403,medium,medium,181.2987322183204,
523448359969,fastmachinelearning/hls4ml,hls4ml/model/optimizer/passes/infer_precision.py,False,0.9371683887182352,0.9337093884197224,0.9663049685893774,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,3488,11168,587,734,929,16906,15977,929,0.0,0.0,0.0,27.381,medium,medium,617.4354479383514,
523598922540,Lightning-AI/litgpt,tests/test_chat.py,False,0.7246467425284482,0.7787744452798677,0.809685230024213,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,1484,1666,1667,2049,7046,4997,2049,0.0,0.0,0.0,48.181,easy,medium,146.24021917353315,
523598922540,Lightning-AI/litgpt,tests/test_chat.py,True,1.0,1.0,1.0,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,6144,2968,1666,1667,1607,14052,12445,1607,0.0,0.0,0.0,43.971,easy,medium,319.5742648563826,
523613345648,khronosgroup/gltf-blender-io,addons/io_scene_gltf2/__init__.py,False,0.1069655063560093,0.0003828949833311,0.2119570383043437,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,17487,173,173,2048,20061,18013,2048,0.0,0.0,0.0,49.334,easy,medium,406.63639680544856,
523613345648,khronosgroup/gltf-blender-io,addons/io_scene_gltf2/__init__.py,False,0.9999635758775178,0.9997893145919544,0.999786984769411,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,1831,34974,173,173,253,37404,37151,253,0.0,0.0,0.0,41.833,easy,medium,894.1266464274617,
524892982108,Lightning-AI/lightning-thunder,thunder/core/transforms.py,False,0.0781865343019397,6.328026567751747e-07,0.1421746388073447,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,28481,756,1896,2049,33362,31313,2049,0.0,0.0,0.0,54.922,easy,medium,607.4432832016314,
524892982108,Lightning-AI/lightning-thunder,thunder/core/transforms.py,False,0.9962475256046132,0.9975482721600276,0.9977700693756192,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,5587,56962,756,1896,1725,66926,65201,1725,0.0,0.0,0.0,133.014,easy,medium,503.15004435623314,
526012981031,modelscope/evalscope,evalscope/models/api/openai_api.py,False,0.8965646004480956,0.928387884968196,0.9467238211879976,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,1494,330,817,1551,4372,2821,1551,0.0,0.0,0.0,130.568,hard,medium,33.48446786348875,
526012981031,modelscope/evalscope,evalscope/models/api/openai_api.py,True,1.0,1.0,1.0,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,14533,2988,330,817,974,19642,18668,974,0.0,0.0,0.0,102.668,hard,medium,191.31569719873767,
526012981031,modelscope/evalscope,evalscope/third_party/longbench_write/eval.py,False,0.766678558687121,0.7702633637828227,0.9075975359342916,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,2424,279,3695,2049,8627,6578,2049,0.0,0.0,0.0,130.568,hard,medium,66.07285092825194,
526012981031,modelscope/evalscope,evalscope/third_party/longbench_write/eval.py,False,0.8861933642525865,0.9440432350796526,0.9807329051756704,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,14533,4848,279,3695,859,24214,23355,859,0.0,0.0,0.0,102.668,hard,medium,235.84758639498187,
526012981031,modelscope/evalscope,evalscope/third_party/longbench_write/infer.py,False,0.7218401707374911,0.6800208513364546,0.8406417112299466,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,1911,351,1554,1434,5430,3996,1434,0.0,0.0,0.0,130.568,hard,medium,41.58752527418663,
526012981031,modelscope/evalscope,evalscope/third_party/longbench_write/infer.py,False,0.9142755513398152,0.9627464058716084,0.9749645725082664,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,14533,3822,351,1554,1684,21944,20260,1684,0.0,0.0,0.0,102.668,hard,medium,213.7374839287801,
526012981031,modelscope/evalscope,evalscope/third_party/longbench_write/longbench_write.py,False,0.9373818525519848,0.9777091676810136,0.9918032786885246,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,843,230,1330,874,3457,2583,874,0.0,0.0,0.0,130.568,hard,medium,26.4766252067888,
526012981031,modelscope/evalscope,evalscope/third_party/longbench_write/longbench_write.py,False,0.8174284279256655,0.972988776201651,0.9656607700312176,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,14533,1686,230,1330,1060,18839,17779,1060,0.0,0.0,0.0,102.668,hard,medium,183.4943702029844,
526181689064,apify/crawlee-python,src/crawlee/crawlers/_basic/_basic_crawler.py,False,0.1489194074119846,0.0022440860833524,0.2670060157334568,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,12391,1785,2061,2049,18466,16417,2049,0.0,0.0,0.0,49.753,easy,medium,371.1534982815107,
526181689064,apify/crawlee-python,src/crawlee/crawlers/_basic/_basic_crawler.py,False,0.9253394713669998,0.9470338317410358,0.9596449300102424,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,5966,24782,1785,2061,878,35472,34594,878,0.0,0.0,0.0,40.595,easy,medium,873.8021923882252,
527444178787,mckinsey/vizro,vizro-core/examples/scratch_dev/app.py,False,0.5028075548749362,0.4334823586152707,0.492099322799097,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,660,1072,1113,518,3543,3025,518,0.0,0.0,0.0,12.479,medium,medium,283.9169805272859,
527444178787,mckinsey/vizro,vizro-core/examples/scratch_dev/app.py,False,0.9399555226093402,0.951174700705895,0.9681159420289857,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,4804,1320,1072,1113,1397,9706,8309,1397,0.0,0.0,0.0,32.191,medium,medium,301.5128452051816,
528579271216,stanfordnlp/dspy,dspy/clients/embedding.py,False,0.8859543817527011,0.867561037970283,0.9309791332263244,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,620,292,1321,1056,3469,2413,1056,0.0,0.0,0.0,23.932,medium,medium,144.95236503426375,
528579271216,stanfordnlp/dspy,dspy/clients/embedding.py,True,1.0,1.0,1.0,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,4078,1240,292,1321,1251,8182,6931,1251,0.0,0.0,0.0,29.437,medium,medium,277.9495193124299,
528581443256,sgl-project/sglang,python/sglang/srt/server_args.py,False,0.1027363053306698,0.0013164197360971,0.2138235596179521,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,15754,661,794,2049,19438,17389,2049,0.0,0.0,0.0,51.218,medium,large,379.5150142528017,
528581443256,sgl-project/sglang,python/sglang/srt/server_args.py,False,0.9915624014299232,0.9905930453488572,0.9956669940493384,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,5216,31508,661,794,2538,40717,38179,2538,0.0,0.0,0.0,85.699,medium,large,475.11639575724337,
529366412006,lyft/cartography,cartography/cli.py,False,0.2088619991729962,0.0300604886797542,0.3386004514672687,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,7680,10377,482,2049,20768,18719,2049,0.0,0.0,0.0,51.378,medium,medium,404.2197049320721,
529366412006,lyft/cartography,cartography/cli.py,False,0.6878495723519554,0.7990246215253307,0.8034115138592751,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,14644,15360,10377,482,2582,43445,40863,2582,0.0,0.0,0.0,69.993,medium,medium,620.7049276356207,
530345427777,feast-dev/feast,sdk/python/feast/infra/compute_engines/aws_lambda/lambda_engine.py,False,0.7492163009404389,0.7266214856857384,0.8682008368200835,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,1,1897,1,1897,3976,2079,1897,0.0,0.0,0.0,42.802,easy,large,,
530345427777,feast-dev/feast,sdk/python/feast/infra/compute_engines/aws_lambda/lambda_engine.py,False,0.7864293659621802,0.8049374090864618,0.8820403825717322,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,3429,1,1897,0,731,6058,5327,731,0.0,0.0,0.0,17.454,easy,large,,
530425607472,XLabs-AI/x-flux-comfyui,nodes.py,False,0.3875650011304544,0.2193552747394111,0.5882017668851525,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,5127,99,3020,2041,10467,8426,2041,0.0,0.0,0.0,47.037,easy,small,,
530425607472,XLabs-AI/x-flux-comfyui,nodes.py,False,0.9999547818222926,1.0,1.0,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,5135,10254,99,3020,822,19330,18508,822,0.0,0.0,0.0,21.576,easy,small,,
530598542251,NVIDIA/nv-ingest,src/nv_ingest/framework/orchestration/ray/util/pipeline/pid_controller.py,False,0.1952317933118691,0.0102532101211628,0.3387530043828644,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,10184,2716,2720,2045,17845,15800,2045,0.0,0.0,0.0,48.848,easy,medium,365.3169014084507,
530598542251,NVIDIA/nv-ingest,src/nv_ingest/framework/orchestration/ray/util/pipeline/pid_controller.py,True,1.0,1.0,1.0,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,8296,20368,2716,2720,1602,35702,34100,1602,0.0,0.0,0.0,49.949,easy,medium,714.7690644457347,
530646676890,Lightning-AI/litserve,src/litserve/loops/base.py,False,0.8877014872205895,0.8999255035045219,0.9543533389687237,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,1,2601,2518,2049,7349,5300,2049,0.0,0.0,0.0,92.956,hard,medium,,
530646676890,Lightning-AI/litserve,src/litserve/loops/base.py,True,1.0,1.0,1.0,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,13547,2,2601,2518,1070,19738,18668,1070,0.0,0.0,0.0,40.25,hard,medium,,
530646676890,Lightning-AI/litserve,src/litserve/loops/continuous_batching_loop.py,False,0.7456396561795877,0.6790139703736796,0.8722741433021807,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,1,2694,2773,2049,7697,5648,2049,0.0,0.0,0.0,92.956,hard,medium,,
530646676890,Lightning-AI/litserve,src/litserve/loops/continuous_batching_loop.py,True,1.0,1.0,1.0,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,13547,2,2694,2773,626,19642,19016,626,0.0,0.0,0.0,40.25,hard,medium,,
531663900550,Lightning-AI/lightning-thunder,thunder/benchmarks/benchmark_litgpt.py,False,0.1945619196469614,0.0243358356443432,0.3597259837501991,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,9352,203,614,2049,12398,10349,2049,0.0,0.0,0.0,49.092,easy,medium,252.5462397131916,
531663900550,Lightning-AI/lightning-thunder,thunder/benchmarks/benchmark_litgpt.py,False,0.9963684839569734,0.9968281659064,0.9982473222979552,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,2695,18704,203,614,648,22864,22216,648,0.0,0.0,0.0,25.346,easy,medium,902.0752781503984,
531696116452,Lightning-AI/lightning-thunder,thunder/core/vjp_utils.py,False,0.7677912493410648,0.7548145954995049,0.871994342291372,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,2573,192,235,2049,5229,3180,2049,0.0,0.0,0.0,47.937,easy,medium,109.08066837724516,
531696116452,Lightning-AI/lightning-thunder,thunder/core/vjp_utils.py,False,0.9823086354878262,0.9951912356304836,0.9901867679645456,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,2041,5146,192,235,398,8012,7614,398,0.0,0.0,0.0,11.181,easy,medium,716.5727573562293,
531850075449,allegro/ralph,src/ralph/assets/admin.py,False,0.9510560519902518,0.9538878060718192,0.9723526343244652,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,2134,308,118,2049,4789,2740,2049,0.0,0.0,0.0,95.613,hard,medium,50.08733122064992,
531850075449,allegro/ralph,src/ralph/assets/admin.py,False,0.9871692060946272,0.9906782438571804,0.994887525562372,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,4311,4268,308,118,365,9370,9005,365,0.0,0.0,0.0,39.127,hard,medium,239.47657627725096,
531850075449,allegro/ralph,src/ralph/security/apps.py,False,0.3345724907063196,0.2889979797714381,0.4523809523809524,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,107,129,72,113,601,488,113,0.0,0.0,0.0,95.613,hard,medium,6.285756121029567,
531850075449,allegro/ralph,src/ralph/security/apps.py,False,0.3402646502835539,0.3057176116775102,0.4634146341463414,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,4311,214,129,72,277,5003,4726,277,0.0,0.0,0.0,39.127,hard,medium,127.86566820865386,
531850075449,allegro/ralph,src/ralph/virtual/tests/test_models.py,False,0.8590420133955754,0.9264530727383256,0.9321100917431192,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,2167,407,353,2049,5156,3107,2049,0.0,0.0,0.0,95.613,hard,medium,53.925721397717886,
531850075449,allegro/ralph,src/ralph/virtual/tests/test_models.py,False,0.998116169544741,0.9981539165254054,0.9990627928772258,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,4311,4334,407,353,999,10404,9405,999,0.0,0.0,0.0,39.127,hard,medium,265.90334040432435,
531931975772,al-one/hass-xiaomi-miot,custom_components/xiaomi_miot/__init__.py,False,0.0999677696605071,6.596071258460078e-05,0.151979245125115,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,22695,6086,228,2043,31232,29189,2043,0.0,0.0,0.0,51.941,medium,medium,601.2976261527502,
531931975772,al-one/hass-xiaomi-miot,custom_components/xiaomi_miot/__init__.py,True,1.0,1.0,1.0,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,8737,45390,6086,228,1196,61637,60441,1196,0.0,0.0,0.0,69.953,medium,medium,881.1201806927509,
532004246108,redis/redis-py,redis/commands/search/aggregation.py,False,0.3478368764992968,0.1992827560444281,0.2663252240717029,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,2610,1187,278,2047,6302,4255,2047,0.0,0.0,0.0,94.006,hard,medium,67.03827415271365,
532004246108,redis/redis-py,redis/commands/search/aggregation.py,False,0.9571511291256514,0.94474726372476,0.9820143884892086,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,4818,5220,1187,278,1092,12595,11503,1092,0.0,0.0,0.0,47.993,hard,medium,262.434104973642,
532004246108,redis/redis-py,redis/commands/search/commands.py,False,0.2254246546835574,0.0364419635134651,0.3635049683830171,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,8644,183,223,2038,11268,9230,2038,0.0,0.0,0.0,94.006,hard,medium,119.86468948790504,
532004246108,redis/redis-py,redis/commands/search/commands.py,False,0.9984652602554432,0.998532939063258,0.9987854698023628,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,4818,17288,183,223,612,23124,22512,612,0.0,0.0,0.0,47.993,hard,medium,481.8202654553789,
532071276310,OpenDevin/OpenDevin,openhands/storage/settings/file_settings_store.py,False,0.9779150094201382,0.979135875637473,0.9871855719031798,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,264,2166,111,1751,4472,2721,1751,0.0,0.0,0.0,82.148,hard,medium,54.43833081754882,
532071276310,OpenDevin/OpenDevin,openhands/storage/settings/file_settings_store.py,False,0.1273812015909566,0.0029509731438119,0.199021207177814,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,9021,528,2166,111,936,12762,11826,936,0.0,0.0,0.0,73.945,hard,medium,172.58773412671582,
532071276310,OpenDevin/OpenDevin,tests/unit/test_settings.py,False,0.6532560884025319,0.7865666620166479,0.764893133242383,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,812,1574,573,1952,5091,3139,1952,0.0,0.0,0.0,82.148,hard,medium,61.97351122364513,
532071276310,OpenDevin/OpenDevin,tests/unit/test_settings.py,False,0.3524752475247524,0.1196463639465957,0.4973045822102425,bypass7,B,local:meta-llama/Llama-3.1-8B-Instruct,9021,1624,1574,573,2423,15215,12792,2423,0.0,0.0,0.0,73.945,hard,medium,205.7610386097776,
532257588242,OpenDevin/OpenDevin,openhands/core/message.py,False,0.5597023276633841,0.4994456611868439,0.7611889306457124,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,975,4185,852,2048,8240,6192,2048,0.0,0.0,0.0,46.444,medium,medium,177.41796572216,
532257588242,OpenDevin/OpenDevin,openhands/core/message.py,False,0.946284691136974,0.9937743668518126,0.9977924944812362,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,7335,1950,4185,852,1092,15414,14322,1092,0.0,0.0,0.0,26.527,medium,medium,581.0683454593433,
532784401343,pydantic/pydantic-ai,pydantic_ai_slim/pydantic_ai/models/gemini.py,False,0.3582357110101305,0.2135044894188342,0.5541029207232268,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,7489,9231,756,2048,19704,17656,2048,0.0,0.0,0.0,95.489,hard,large,,
532784401343,pydantic/pydantic-ai,pydantic_ai_slim/pydantic_ai/models/gemini.py,False,0.9484303997998916,0.9601760893353044,0.969855305466238,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,21266,14978,9231,756,1566,47797,46231,1566,0.0,0.0,0.0,76.187,hard,large,,
532784401343,pydantic/pydantic-ai,tests/models/test_gemini.py,False,0.1478813133848779,0.0072378860098554,0.078030303030303,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,8799,5960,1169,2049,18157,16108,2049,0.0,0.0,0.0,95.489,hard,large,,
532784401343,pydantic/pydantic-ai,tests/models/test_gemini.py,False,0.896826990661713,0.884963170165294,0.925086249383933,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,21266,17598,5960,1169,1315,47308,45993,1315,0.0,0.0,0.0,76.187,hard,large,,
533140668739,benedekrozemberczki/pytorch_geometric_temporal,torch_geometric_temporal/dataset/metr_la.py,False,0.945328437372501,0.957085001064478,0.9683397683397684,agent,,local:meta-llama/Llama-3.1-8B-Instruct,180,1078,165,127,1142,2692,1550,1142,0.0,0.0,0.0,25.605,easy,medium,105.13571568053116,
533140668739,benedekrozemberczki/pytorch_geometric_temporal,torch_geometric_temporal/dataset/metr_la.py,True,1.0,1.0,1.0,bypass7,A,local:meta-llama/Llama-3.1-8B-Instruct,1856,2156,165,127,334,4638,4304,334,0.0,0.0,0.0,8.255,easy,medium,561.8413082980012,
